Q,A
테이블야자의 토양 알려 주세요.,"토양은 포름알데히드, 벤젠, 톨루엔, 트리클로로 에틸렌, 암모니아 "
테이블야자의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
테이블야자의 병충해 알려 주세요.,"병충해는 개각충, 응애 "
톨미아의 관리요구도 알려 주세요.,관리요구도는 필요함 
톨미아의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
톨미아의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
톨미아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
톨미아의 겨울최저온도 알려 주세요.,겨울최저온도는 10℃ 
톨미아의 습도 알려 주세요.,습도는 40 에서 70% 
톨미아의 비료 알려 주세요.,비료는 보통 요구함 
톨미아의 병충해 알려 주세요.,"병충해는 온실가루이, 개각충, 진딧물 "
틸란드시아의 관리요구도 알려 주세요.,관리요구도는 필요함 
틸란드시아의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
틸란드시아의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
틸란드시아의 생장속도 알려 주세요.,생장속도는 느림 
틸란드시아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
틸란드시아의 겨울최저온도 알려 주세요.,겨울최저온도는 10℃ 
틸란드시아의 습도 알려 주세요.,습도는 40 에서 70% 
틸란드시아의 비료 알려 주세요.,비료는 보통 요구함 
틸란드시아의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
파키라의 관리요구도 알려 주세요.,관리요구도는 필요함 
파키라의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
파키라의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
파키라의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
파키라의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
파키라의 습도 알려 주세요.,습도는 40 에서 70% 
파키라의 비료 알려 주세요.,비료는 보통 요구함 
파키라의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
파피오페딜럼의 관리요구도 알려 주세요.,관리요구도는 필요함 
파피오페딜럼의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux) "
파피오페딜럼의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
파피오페딜럼의 생장속도 알려 주세요.,생장속도는 느림 
파피오페딜럼의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
파피오페딜럼의 겨울최저온도 알려 주세요.,겨울최저온도는 10℃ 
파피오페딜럼의 습도 알려 주세요.,습도는 70% 이상 
파피오페딜럼의 물주기 알려 주세요.,"물주기 봄은 화분 흙 대부분 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
팔레놉시스(호접란)의 관리요구도 알려 주세요.,관리요구도는 특별 관리 요구 
팔레놉시스(호접란)의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
팔레놉시스(호접란)의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
팔레놉시스(호접란)의 생장속도 알려 주세요.,생장속도는 느림 
팔레놉시스(호접란)의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
팔레놉시스(호접란)의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
팔레놉시스(호접란)의 습도 알려 주세요.,습도는 40 에서 70% 
팔레놉시스(호접란)의 비료 알려 주세요.,비료는 보통 요구함 
팔레놉시스(호접란)의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
팔손이나무의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
팔손이나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
팔손이나무의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
팔손이나무의 생장속도 알려 주세요.,생장속도는 보통 
팔손이나무의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
팔손이나무의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
팔손이나무의 습도 알려 주세요.,습도는 40 에서 70% 
팔손이나무의 비료 알려 주세요.,비료는 보통 요구함 
팔손이나무의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
팬더 고무나무의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
팬더 고무나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
팬더 고무나무의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
팬더 고무나무의 생장속도 알려 주세요.,생장속도는 보통 
팬더 고무나무의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
팬더 고무나무의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
팬더 고무나무의 습도 알려 주세요.,습도는 40 에서 70% 
팬더 고무나무의 비료 알려 주세요.,비료는 보통 요구함 
팬더 고무나무의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
팻츠헤데라의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
팻츠헤데라의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
팻츠헤데라의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
팻츠헤데라의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
팻츠헤데라의 겨울최저온도 알려 주세요.,겨울최저온도는 10℃ 
팻츠헤데라의 습도 알려 주세요.,습도는 40 에서 70% 
팻츠헤데라의 비료 알려 주세요.,비료는 보통 요구함 
팻츠헤데라의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
팻츠헤데라의 병충해 알려 주세요.,"병충해는 깍지벌레, 개각충, 진딧물, 응애 "
페페로미아 오브투시폴리아의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
페페로미아 오브투시폴리아의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
페페로미아 오브투시폴리아의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
페페로미아 오브투시폴리아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
페페로미아 오브투시폴리아의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
페페로미아 오브투시폴리아의 습도 알려 주세요.,습도는 40 에서 70% 
페페로미아 오브투시폴리아의 비료 알려 주세요.,비료는 보통 요구함 
페페로미아 오브투시폴리아의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
페페로미아 클루시폴리아의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
페페로미아 클루시폴리아의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
페페로미아 클루시폴리아의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
페페로미아 클루시폴리아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
페페로미아 클루시폴리아의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
페페로미아 클루시폴리아의 습도 알려 주세요.,습도는 40 에서 70% 
페페로미아 클루시폴리아의 비료 알려 주세요.,비료는 보통 요구함 
페페로미아 클루시폴리아의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
페페로미아 푸테올라타의 관리요구도 알려 주세요.,관리요구도는 필요함 
페페로미아 푸테올라타의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
페페로미아 푸테올라타의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
페페로미아 푸테올라타의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
페페로미아 푸테올라타의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
페페로미아 푸테올라타의 습도 알려 주세요.,습도는 40 에서 70% 
페페로미아 푸테올라타의 비료 알려 주세요.,비료는 보통 요구함 
페페로미아 푸테올라타의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
포인세티아의 관리요구도 알려 주세요.,관리요구도는 필요함 
포인세티아의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
포인세티아의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
포인세티아의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
포인세티아의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
포인세티아의 습도 알려 주세요.,습도는 40 에서 70% 
포인세티아의 비료 알려 주세요.,비료는 보통 요구함 
포인세티아의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
폴리시아스의 관리요구도 알려 주세요.,관리요구도는 필요함 
폴리시아스의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
폴리시아스의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
폴리시아스의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
폴리시아스의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
폴리시아스의 습도 알려 주세요.,습도는 40 에서 70% 
폴리시아스의 비료 알려 주세요.,비료는 보통 요구함 
폴리시아스의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
푸밀라고무나무의 관리요구도 알려 주세요.,관리요구도는 필요함 
푸밀라고무나무의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
푸밀라고무나무의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
푸밀라고무나무의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
푸밀라고무나무의 겨울최저온도 알려 주세요.,겨울최저온도는 10℃ 
푸밀라고무나무의 습도 알려 주세요.,습도는 40 에서 70% 
푸밀라고무나무의 비료 알려 주세요.,비료는 보통 요구함 
푸밀라고무나무의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
프테리스의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
프테리스의 광요구도 알려 주세요.,"광요구도는 낮은 광도(300에서 800 Lux),중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
프테리스의 배치장소 알려 주세요.,"배치장소는 실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
프테리스의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
프테리스의 겨울최저온도 알려 주세요.,겨울최저온도는 5℃ 
프테리스의 습도 알려 주세요.,습도는 70% 이상 
프테리스의 비료 알려 주세요.,비료는 보통 요구함 
프테리스의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,겨울은 토양 표면이 말랐을때 충분히 관수함 "
피라칸사의 관리요구도 알려 주세요.,관리요구도는 낮음 (잘 견딤) 
피라칸사의 광요구도 알려 주세요.,"광요구도는 높은 광도(1,500에서 10,000 Lux) "
피라칸사의 배치장소 알려 주세요.,"배치장소는 발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
피라칸사의 생장속도 알려 주세요.,생장속도는 빠름 
피라칸사의 생육적온 알려 주세요.,생육적온은 16에서 20℃ 
피라칸사의 겨울최저온도 알려 주세요.,겨울최저온도는 0℃ 이하 
피라칸사의 습도 알려 주세요.,습도는 40 에서 70% 
피라칸사의 비료 알려 주세요.,비료는 보통 요구함 
피라칸사의 물주기 알려 주세요.,"물주기 봄은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,여름은 흙을 촉촉하게 유지함(물에 잠기지 않도록 주의) ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
피토니아 핑크스타의 관리요구도 알려 주세요.,관리요구도는 특별 관리 요구 
피토니아 핑크스타의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
피토니아 핑크스타의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
피토니아 핑크스타의 생장속도 알려 주세요.,생장속도는 보통 
피토니아 핑크스타의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
피토니아 핑크스타의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
피토니아 핑크스타의 습도 알려 주세요.,습도는 40 에서 70% 
피토니아 핑크스타의 비료 알려 주세요.,비료는 보통 요구함 
피토니아 핑크스타의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
피토니아 화이트스타의 관리요구도 알려 주세요.,관리요구도는 필요함 
피토니아 화이트스타의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
피토니아 화이트스타의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
피토니아 화이트스타의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
피토니아 화이트스타의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
피토니아 화이트스타의 습도 알려 주세요.,습도는 40 에서 70% 
피토니아 화이트스타의 비료 알려 주세요.,비료는 보통 요구함 
피토니아 화이트스타의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
픽투라툼 접란의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
픽투라툼 접란의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
픽투라툼 접란의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
픽투라툼 접란의 생장속도 알려 주세요.,생장속도는 보통 
픽투라툼 접란의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
픽투라툼 접란의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
픽투라툼 접란의 습도 알려 주세요.,습도는 40 에서 70% 
픽투라툼 접란의 비료 알려 주세요.,비료는 보통 요구함 
픽투라툼 접란의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
"필레아 글라우카(타라, 블루체인)의 관리요구도 알려 주세요.",관리요구도는 보통 (약간 잘 견딤) 
"필레아 글라우카(타라, 블루체인)의 광요구도 알려 주세요.","광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
"필레아 글라우카(타라, 블루체인)의 배치장소 알려 주세요.","배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
"필레아 글라우카(타라, 블루체인)의 생장속도 알려 주세요.",생장속도는 보통 
"필레아 글라우카(타라, 블루체인)의 생육적온 알려 주세요.",생육적온은 21에서 25℃ 
"필레아 글라우카(타라, 블루체인)의 겨울최저온도 알려 주세요.",겨울최저온도는 13℃ 이상 
"필레아 글라우카(타라, 블루체인)의 습도 알려 주세요.",습도는 40 에서 70% 
"필레아 글라우카(타라, 블루체인)의 비료 알려 주세요.",비료는 보통 요구함 
"필레아 글라우카(타라, 블루체인)의 물주기 알려 주세요.","물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
필로덴드론 '선라이트'의 관리요구도 알려 주세요.,관리요구도는 필요함 
필로덴드론 '선라이트'의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
필로덴드론 '선라이트'의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
필로덴드론 '선라이트'의 생장속도 알려 주세요.,생장속도는 빠름 
필로덴드론 '선라이트'의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
필로덴드론 '선라이트'의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
필로덴드론 '선라이트'의 습도 알려 주세요.,습도는 40 에서 70% 
필로덴드론 '선라이트'의 비료 알려 주세요.,비료는 보통 요구함 
필로덴드론 '선라이트'의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
필로덴드론 '제나두'의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
필로덴드론 '제나두'의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
필로덴드론 '제나두'의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
필로덴드론 '제나두'의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
필로덴드론 '제나두'의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
필로덴드론 '제나두'의 습도 알려 주세요.,습도는 40 에서 70% 
필로덴드론 '제나두'의 비료 알려 주세요.,비료는 보통 요구함 
필로덴드론 '제나두'의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
필로덴드론 고엘디의 관리요구도 알려 주세요.,관리요구도는 필요함 
필로덴드론 고엘디의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
필로덴드론 고엘디의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
필로덴드론 고엘디의 생장속도 알려 주세요.,생장속도는 보통 
필로덴드론 고엘디의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
필로덴드론 고엘디의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
필로덴드론 고엘디의 습도 알려 주세요.,습도는 40 에서 70% 
필로덴드론 고엘디의 비료 알려 주세요.,비료는 보통 요구함 
필로덴드론 고엘디의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
필로덴드론 레몬라임의 관리요구도 알려 주세요.,관리요구도는 필요함 
필로덴드론 레몬라임의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
필로덴드론 레몬라임의 배치장소 알려 주세요.,"배치장소는 거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm),발코니 창측 (실내깊이 0에서 50cm) "
필로덴드론 레몬라임의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
필로덴드론 레몬라임의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
필로덴드론 레몬라임의 습도 알려 주세요.,습도는 40 에서 70% 
필로덴드론 레몬라임의 비료 알려 주세요.,비료는 보통 요구함 
필로덴드론 레몬라임의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
필로덴드론 셀로움의 관리요구도 알려 주세요.,관리요구도는 필요함 
필로덴드론 셀로움의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
필로덴드론 셀로움의 배치장소 알려 주세요.,"배치장소는 거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
필로덴드론 셀로움의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
필로덴드론 셀로움의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
필로덴드론 셀로움의 습도 알려 주세요.,습도는 40 에서 70% 
필로덴드론 셀로움의 비료 알려 주세요.,비료는 보통 요구함 
필로덴드론 셀로움의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
필로덴드론 옥시카르디움의 관리요구도 알려 주세요.,관리요구도는 보통 (약간 잘 견딤) 
필로덴드론 옥시카르디움의 광요구도 알려 주세요.,"광요구도는 중간 광도(800에서 1,500 Lux),높은 광도(1,500에서 10,000 Lux) "
필로덴드론 옥시카르디움의 배치장소 알려 주세요.,"배치장소는 실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300에서 500cm),거실 창측 (실내깊이 150에서 300cm),발코니 내측 (실내깊이 50에서 150cm) "
필로덴드론 옥시카르디움의 생육적온 알려 주세요.,생육적온은 21에서 25℃ 
필로덴드론 옥시카르디움의 겨울최저온도 알려 주세요.,겨울최저온도는 13℃ 이상 
필로덴드론 옥시카르디움의 습도 알려 주세요.,습도는 40 에서 70% 
필로덴드론 옥시카르디움의 비료 알려 주세요.,비료는 보통 요구함 
필로덴드론 옥시카르디움의 물주기 알려 주세요.,"물주기 봄은 토양 표면이 말랐을때 충분히 관수함 ,여름은 토양 표면이 말랐을때 충분히 관수함 ,가을은 토양 표면이 말랐을때 충분히 관수함 ,겨울은 화분 흙 대부분 말랐을때 충분히 관수함 "
필로덴드론 콩고의 관리요구도 알려 주세요.,관리요구도는 필요함 
